product_name,original_data_column_1,original_data_column_2,supplier_article_number,ean,article_number,product_description,supplier,supplier_url,product_image_url,manufacturer,original_data_column_3
CLEAN and CLEVER PROFESSIONAL Microfasermopp PRO 302,mobile-reinigung/nasswischsysteme/bezüge/bezüge,40 cm 85 g,2173506,4024009033360,303404,"die blau gefärbten Fasern der Wischseite lassen den Bezug
nach dem Einsatz und nach der Wäsche wie neu aussehen,
optimale Reinigungswirkung durch 100% Microfaser, effektiv
auch bei groben Verschmutzungen, durch die elektrostatische
Wirkung der Fasern werden Haare, Flusen und andere
Schmutzpartikel angezogen ohne Staub aufzuwirbeln, mit 4-
Farbsystem (rot/grün/gelb/blau) als Einnäher zum
Abschneiden, waschbar bis 95° C, trocknergeeignet, ideal
geeignet zur Unterhaltsreinigung aller glatten und leicht
strukturierten Oberflächen, Arbeitsbreite 40 cm, Farbe blau
meliert, Gewicht 85 g, Material 100 % Polyester, 1 Stück,
(Krt à 75 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-microfasermopp-pro-302-40-cm-85-g/XCvrP27S9VStG9Hd5gZeAm,https://media.igefa.de/files/images_idealclean/2173506.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Microfasermopp PRO 300,mobile-reinigung/nasswischsysteme/bezüge/bezüge,50 cm 120 g,2173503,4024009033278,303401,"optimale Reinigungswirkung durch 100% Microfaser, effektiv
auch bei groben Verschmutzungen, durch die elektrostatische
Wirkung der Fasern werden Haare, Flusen und andere
Schmutzpartikel angezogen ohne Staub aufzuwirbeln, mit 4-
Farbsystem (rot/grün/gelb/blau) als Einnäher zum
Abschneiden, waschbar bis 95 °C, trocknergeeignet,
Arbeitsbreite 50 cm, Farbe weiß, Gewicht 120 g, Material
100 % Polyester.",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-microfasermopp-pro-300-50-cm-120-g/NzxkbrD77t4ep6JZ3Y4PS7,https://media.igefa.de/files/images_idealclean/2173503.jpg,CLEAN and CLEVER PROFESSIONAL,
CLEAN and CLEVER PROFESSIONAL Teleskopstiel  PRO 306,mobile-reinigung/stiele/stiele/stiele,CLEAN and CLEVER PROFESSIONAL Teleskopstiel PRO 306 Länge 80 - 145 cm 80 - 145 cm,2173513,4024009033445,303412,"stufenlos höhenverstellbar von 80 - 145 cm, aus eloxiertem
Aluminium, einfach und gut in der Handhabung, mit
ergonomischer, rutschhemmender schwarzer Griffkappe aus
Polypropylen und mit Loch zur Aufhängung, Lochbohrungen zur
Arretierung an allen handelsüblichen Klapphaltern,
insbesondere passend zu den CLEAN and CLEVER Klapphaltern,
Gewicht 300 g, Länge maximal 145 cm, Länge minimal 80 cm, 1
Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-teleskopstiel-pro-306-clean-and-clever-pro-teleskopstiel-pro-306-laenge-80-145-cm-80-145-cm/6rNottU5Y4mPYwbxVFKTV6,https://media.igefa.de/files/images_idealclean/2173513.jpg,CLEAN and CLEVER PROFESSIONAL,
Vermop Sprint Mop White Magic,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,40 cm,2013558,4006533021860,14474,"erzielt eine exzellente mechanische Reinigungsleistung,
auch zur Unterhaltsreinigung, bestens für Feinsteinzeug-
Fliesen geeignet, passend für Sprinthalter, aus
Microfaserplüsch, Arbeitsbreite 40 cm, Material 67 %
Polyester / 33 % Baumwolle, 1 Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-mop-white-magic-40-cm/PYCB3J3FfHfxVjHoD3wY6C,https://media.igefa.de/files/images_idealclean/2013558.jpg,Vermop,
Vermop Sprint Mop Basic 50 cm,mobile-reinigung/feuchtwischsysteme/bezüge/bezüge,Blau,1888871,4006533026520,14821,"Schlinge/Franse getuftet, sehr gute Wasser- und
Schmutzaufnahme, innen geschlossene und aussen offene
Fransen, empfohlen zur Unterhaltsreinigung, mit farbigem
Einfassband, Arbeitsbreite 50 cm, Farbe blau, Material 67 %
Polyester / 33 % Baumwolle, Material Flor 50 % Polyester /
50 % Baumwolle, 1 Stück, (Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-mop-basic-50-cm-blau/CCpsFPs6gQEtYC677gyf89,https://media.igefa.de/files/images_idealclean/1888871.jpg,Vermop,
Vermop Sprint Plus Halter,mobile-reinigung/halter/halter/halter,50 cm,1881961,4006533003262,10050,"geringes Haltergewicht mit stabilem Gelenk, große
Auflagefläche, patentierte Tritt-Taste mit Clips für
Tuchfestigung am Halter, für die klassische
Unterhaltsreinigung oder auch zur desinfizierenden
Reinigung im Krankenhaus geeignet, Arbeitsbreite 50 cm, 1
Stück, (Krt à 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-plus-halter-50-cm/QoB9RKYsJwYfiFGzvscYFd,https://media.igefa.de/files/images_idealclean/1881961.jpg,Vermop,
Vermop Sprint Plus Halter,mobile-reinigung/halter/halter/halter,40 cm,1881791,4006533003095,10040,"geringes Haltergewicht mit stabilem Gelenk, große
Auflagefläche, patentierte Tritt-Taste mit Clips für
Tuchfestigung am Halter, für die klassische
Unterhaltsreinigung oder auch zur desinfizierenden
Reinigung im Krankenhaus geeignet, Arbeitsbreite 40 cm, 1
Stück, (Krt à 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-sprint-plus-halter-40-cm/2UzKKu87TkwCM3gARoYktM,https://media.igefa.de/files/images_idealclean/1881791.jpg,Vermop,
"Vermop Teleskopstiel d = 23,5 mm Griff anthrazit",mobile-reinigung/stiele/stiele/stiele,Stiel anthrazit/K.o.Loch #8923,1887351,4006533051249,18923,"Stiel aus Aluminium mit Kunststoffgriff, für alle
Wischsysteme verwendbar, längenverstellbar auf die
gewünschte Körpergröße, sehr ergonomisch, ideal für jede
Körpergrösse da der Stiel per Drehung auf jede gewünschte
Länge (90 bis 165 cm) einfach einstellbar ist, aus
korrosionsbeständigem anthrazitfarbenem Aluminium, mit
Kunststoffgriff in Farbe anthrazit und ohne Loch, Länge
maximal 165 cm, Länge minimal 90 cm, 1 Stück, (Krt à 10
Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/vermop-teleskopstiel-d-23-5-mm-griff-anthrazit-stiel-anthrazit-k-o-loch-8923/rHNm3yjYL8ePRRmYwEfcP3,https://media.igefa.de/files/images_idealclean/1887351.jpg,Vermop,
Ecolab Alustiel,mobile-reinigung/stiele/stiele/stiele,ECOLAB Alustiel 140 cm In Kombination mit allen handelsüblichen Mopphaltern geeignet 140 cm Länge,2013164,4028159000005,10177428,Der ECOLAB Floordress Alustiel kann in Kombination mit allen handelsüblichen Mopphaltern zur gründlichen Reinigung eingesetzt werden.,igefa Handelsgesellschaft,https://store.igefa.de/p/ecolab-alustiel-ecolab-alustiel-140-cm-in-kombination-mit-allen-handelsueblichen-mopphaltern-geeignet-140-cm-laenge/NsCXuVXWXXUz7gahtrDzCT,https://media.igefa.de/files/images_idealclean/2013164.jpg,Ecolab,Länge 140 cm; aus hochwertigem Material; für herkömmliche Mopphalterr
CLEAN and CLEVER PROFESSIONAL Microfasermopp PRO 302,mobile-reinigung/nasswischsysteme/bezüge/bezüge,50 cm 110 g,2173507,4024009033384,303405,"die blau gefärbten Fasern der Wischseite lassen den Bezug
nach dem Einsatz und nach der Wäsche wie neu aussehen,
optimale Reinigungswirkung durch 100% Microfaser, effektiv
auch bei groben Verschmutzungen, durch die elektrostatische
Wirkung der Fasern werden Haare, Flusen und andere
Schmutzpartikel angezogen ohne Staub aufzuwirbeln, mit 4-
Farbsystem (rot/grün/gelb/blau) als Einnäher zum
Abschneiden, waschbar bis 95° C, trocknergeeignet, ideal
geeignet zur Unterhaltsreinigung aller glatten und leicht
strukturierten Oberflächen, Arbeitsbreite 50 cm, Farbe blau
meliert, Gewicht 110 g, Material 100 % Polyester, 1 Stück,
(Krt à 50 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/clean-and-clever-pro-microfasermopp-pro-302-50-cm-110-g/x4LqPqBzVPBS5uY3nHHmb6,https://media.igefa.de/files/images_idealclean/2173507.jpg,CLEAN and CLEVER PROFESSIONAL,
